selected_text,analyzed_polarity,sentiment_class
don`t like,0.0,neutral
i got talent too  u nvr hear me sing or dance them does call me Mini Breezy,0.0,neutral
Bah I don`t think `s FB fan page will get to 7500,0.0,neutral
Last night was fun w,0.15,positive
Enjoying the ride while being enlightened and inspired by letters to a young sister!!  Thx Hill.,0.328125,positive
"Ahh man, and im off NEXT weekend",0.0,neutral
upset,0.0,neutral
Thanks!,0.25,positive
love,0.5,positive
Enjoy your drink,0.4,positive
HAD TO SIT IN LIBRARY FOR A LONG TIME,-0.05,negative
at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,-0.15,negative
RIOT!,0.0,neutral
love you,0.5,positive
. I don`t want to be left in our home by myself,0.0,neutral
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,0.0,neutral
Grrr.,0.0,neutral
amazing,0.6000000000000001,positive
hey thanks mate,0.2,positive
hurts,0.0,neutral
hurt,0.0,neutral
r joy!,1.0,positive
pretty,0.25,positive
I have too much homework to do today,0.2,positive
workin at la bootay... wheres the warm weather at???,0.6,positive
depressed;,0.0,neutral
...there are many cool,0.425,positive
Thanxxx,0.0,neutral
so thats how u spent ur weekend so far?,0.0,neutral
"done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...",0.06818181818181818,positive
so pointlesss.,0.0,neutral
good,0.7,positive
ICant Wait That Long.,-0.05,negative
happy,0.8,positive
sad?,-0.5,negative
amaze,0.0,neutral
great mood!,1.0,positive
"From the champion team in the defunct MBA, Cebu Gems!",0.0,neutral
Hate this song  ? http://blip.fm/~5jg6f,-0.8,negative
d thanks,0.2,positive
"partied w/  @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober",0.05277777777777778,positive
Snap.,0.0,neutral
they decide to roast me.,0.0,neutral
hey  sending some Florida sunshine your way  Supertramp ï¿½ It`s Raining Again ï¿½  you m... ? http://blip.fm/~5jucn,0.0,neutral
"- arrggh kids that won`t settle....need some Kava for Liam, that`ll sort `em...",0.0,neutral
"_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",0.44999999999999996,positive
"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can`t believe I just spent 10 minutes finding auto correct options",0.25,positive
good time,0.7,positive
I`ve listed lots of new beads on eBay!,0.17045454545454544,positive
bath time,0.0,neutral
"fuckkk i need sleepppppppp lol, happy mothers day mummy",0.8,positive
Good movie.,0.7,positive
NFG were super amazing!,0.5416666666666667,positive
still shopping and looking for shoes now,0.0,neutral
Fun,0.3,positive
destroy,-0.2,negative
good,0.7,positive
i didnt get a hug today,0.0,neutral
finally gone!!!,0.0,neutral
gift,0.0,neutral
lucky girl!!,0.5208333333333333,positive
RIP Michael,0.0,neutral
"_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first",0.0875,positive
Dont worry man.,0.0,neutral
miss,0.0,neutral
mama the boys gon be sweating her hard in Pre K  lol muah,0.25416666666666665,positive
SICK again,-0.7142857142857143,negative
Don`t worry this won`t dampen my day and neither will the rain,0.0,neutral
Aniya666 yours wasn`t there,0.0,neutral
"_21Thanks,",0.0,neutral
Still good though,0.7,positive
aww how cute  I like that song a lot,0.4,positive
"Haha! Night man, and no, but Im sure I`ll meet her again in my lifetime, in fact I will...no doubt about it.",0.375,positive
I feel dumb,-0.375,negative
"The article on language groups in spaceports looks really cool, but i can`t open the site from that link.",0.175,positive
Teehee..I know it too!,0.0,neutral
not having a good day at all...,0.7,positive
how`s the translation going?,0.0,neutral
"New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now  please follow",0.06818181818181818,positive
Ok. Night sweet people  I`ll look for ya tomorrow,0.35,positive
Cuba trip booked,0.0,neutral
check out the Conchords `Business Time`,0.0,neutral
"Ashlie, thank you.  You made me feel a little better.",0.15625,positive
darn,0.0,neutral
fabulous.,0.4,positive
"strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways",0.06666666666666667,positive
"feels very, very rough!",-0.1625,negative
great,0.8,positive
thanks,0.2,positive
"yep,raced round it in cars and bikes,its only 40mins away,dont av much motorsport there now,its more planes n choppers now",0.125,positive
hello nikki! i just ended my exams 2 hours ago!  how abt u?,0.0,neutral
"Supernatural was mega good  Now I`m off to bed, urgh long day of school tomorrow x",0.2722222222222222,positive
worried,0.0,neutral
Still at work.,0.0,neutral
Finally,0.0,neutral
add me up: http://profiles.friendster.com/americanidolislove  friendster.,0.0,neutral
you got ittt!,0.0,neutral
"haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this",0.38515625000000003,positive
Sowwy!,0.0,neutral
. we were the final stage guinea pigs  it seriously is a waste of tim,-0.1,negative
http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,0.05,positive
dude i am so sorry!,-0.625,negative
"Argh, I can`t avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee.",0.25,positive
"is exhausted from a great weekend, and is looking forward to this week",0.2,positive
! love ya,0.5,positive
Disappointment really sucks!,-0.4875,negative
Can not afford the DR this year. I just can`t pull it off this time.,0.0,neutral
great day,0.8,positive
sicker,0.0,neutral
Now I`m starving and can`t find anything to eat!,0.0,neutral
has an exam at 10am - I slept about 3 hours last night,0.0,neutral
that sounds great right about now. It`s ridiculously hot in my house,0.44523809523809527,positive
Healthy,0.5,positive
obsessed  xD I miss them soooooo much!,-0.125,negative
"Whered you end up going? I stayed in & watched SNL, one of the funnier shows theyve done this season.",0.0,neutral
I am totally knackered,0.0,neutral
So sorry,-0.5,negative
ammmmazing!,0.0,neutral
I only ever seem to listen to Dirty these days. Most of our CD`s are still at Greg`s parents,-0.033333333333333326,negative
"I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things",-0.27999999999999997,negative
its friday & every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone,0.0,neutral
OMJ JUSt qOt HOME fROM tHAt PARty! it`S 2:OO a.m! i`M MAN tiRED! GOODNiqHt AND HAPPY MOtHER`S DAY 2 ALL!!! tAkE CARE & GOD BlESS!,0.25,positive
it just might work.,0.0,neutral
"OOOPS AGAIN,",0.0,neutral
Changing Guitar strings.. Getting Ready To Perform `THE CLIMB` at my cousins birthdayy,0.2,positive
_ yeah,0.0,neutral
If I loved this any more I`d streak thru the hood damnit ! I`m pumped,0.6625,positive
stuck,0.0,neutral
INconvenient...,-0.6,negative
worse,-0.4,negative
_ - hey there.    How was your day?,0.0,neutral
Getting ready for our annual old boys hockey competition  let`s bring down the students!,0.03518518518518519,positive
'arrest her',-0.05,negative
Thanks for tweeting a very useful set,0.29500000000000004,positive
Very nice!,0.9750000000000001,positive
Thankyou.,0.0,neutral
I want to wish all the Mommy`s a happy mothers day!,1.0,positive
Thanks,0.2,positive
just clicked on your bio. You`re in Cantazaro!? Have been to Italy several times. But never Calabria!,0.0,neutral
gahh!!,0.0,neutral
_ashley OH REALLY?!,0.25,positive
happy,0.8,positive
hope,0.0,neutral
I`m bare behind,-0.17500000000000002,negative
My wand? It`s a black hawthorn wand with a core of kraken heartstrings.  You?,-0.16666666666666666,negative
Worried,0.0,neutral
Nofair!,0.0,neutral
lay by the pool and take a nap. my agenda for the day,0.0,neutral
Happy Tweeting,0.8,positive
best!,1.0,positive
good catch!,0.875,positive
holyyyyyyy,0.0,neutral
what has happened to me,0.0,neutral
"much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",-0.1,negative
That is really sad,-0.5,negative
impossible to know them closely,-0.6666666666666666,negative
SS & i r @ the devon horse show. gettin` mostly rained out. lots of events have ben cancelled incl the coaches,0.5,positive
IIII know!!! and mean,-0.3125,negative
feels like spammers season .....is called summer season,0.0,neutral
Good times,0.7,positive
Ugh!,0.0,neutral
i am **** lol cant ever win,0.8,positive
#�NOMBRE?,0.0,neutral
feeling nice..,0.6,positive
iPhone just fell,0.0,neutral
accadentally,0.0,neutral
you don`t do sympathy very well,0.2,positive
"Eh, I`ve gotta go to bed anyways. Goodnight.",0.0,neutral
wow... that was very sexy,0.375,positive
FunFunFun!,0.0,neutral
bulky,0.0,neutral
I gave up following  - She seems really nice but clutters the hell out of my feed.  It got annoying.,-0.0666666666666667,negative
You should spray yourself with the non smelling repellant that stinks to high heaven,-0.21999999999999997,negative
I am new here,0.13636363636363635,positive
sore,0.0,neutral
Ugh that walmart was so hot,0.25,positive
yearling in pet home died... very sad for their whole family,-0.225,negative
aw you could have played the **** game with me this morning! Nobody else wanted to play,-0.5,negative
Going home... with sore #eyes,0.0,neutral
Good morning,0.7,positive
I want to SOOOOOOO BAD!!!,-1.0,negative
bruised,0.0,neutral
thank,0.0,neutral
The rest of the week is less than 2.5 hours long,-0.10833333333333334,negative
"also, Lipton`s Sparkling Green Tea is gross",-0.1,negative
slow answerer!,-0.37500000000000006,negative
I hope,0.0,neutral
:   whatcha reading?,0.0,neutral
lets see.. we hate that groupies are **** near stalkers.. we love that they send gifts..,-0.0666666666666667,negative
l good,0.7,positive
Ughh I wish this weekend was over alreadi!,0.0,neutral
english class! working on interactive orals,0.0,neutral
Good morning,0.7,positive
"I would LOVE to learn trapeze! I`ve wanted to do that since I was a kid. Sadly, there`s no place where I live that teaches",0.08712121212121211,positive
"I just saw Nick`s friend Jose D Fish GH3. ****. Well, on to Star Wars  I`ll probably be going to a MLB game if I get good seats",0.14999999999999997,positive
_spn your boyfriend didn`t even say bye!,0.0,neutral
happy birthday!,1.0,positive
.a bit scary sometimes but fun.,-0.1,negative
how depressing,-0.6,negative
decreasing,0.0,neutral
can`t enjoy it anyways,0.4,positive
. Very sad,-0.65,negative
Wish my U2 beta key worked now. Don`t want to wait `till Wednesday to play,0.0,neutral
"yes mate, on Friday",0.0,neutral
got an A in english again  yay..  but a D- in maths,0.0,neutral
super,0.3333333333333333,positive
"My debit card is going the same way as my credit card, it`s snapping",0.0,neutral
I can`t get any work done.,0.0,neutral
suck.,0.0,neutral
have a great Mom`s Day,0.8,positive
let`s hope so,0.0,neutral
na b nervvoouus,0.0,neutral
my oldest nephew playin on my guitar hero drums,0.0,neutral
My kind of night,0.6,positive
I willdo anythig to go to the show,0.0,neutral
my hubby is staying for one more week in Uzbekistan,0.5,positive
", is there a serial card fraudster on the loose?",-0.07692307692307693,negative
looking forward to,0.0,neutral
Added Twitter updates to  Facebook page at http://tinyurl.com/d4cxze wondering if this one will show up...,0.0,neutral
not enough weird horror movies.,-0.25,negative
crying.,-0.2,negative
Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,-0.13333333333333333,negative
****,0.0,neutral
is very bad.-,-0.9099999999999998,negative
happy,0.8,positive
you`re everything to me DE,0.0,neutral
ve thank,0.0,neutral
Thanks so much,0.2,positive
heart broken here,-0.4,negative
bang!,0.0,neutral
"im sure he will  and if its not today, maybe it will be tomorrow..",0.5,positive
GAWD!. If only that dream actually happened last night....,0.0,neutral
I`m going to Cali in like two weeks! But it`s nor cal,0.0,neutral
So who`s going to win the Heineken Cup?  Just need to know who *not* to bet on,0.8,positive
"Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough",0.17500000000000002,positive
Good luck!,0.875,positive
hope you al have a lovely,0.5,positive
e just amazing,0.6000000000000001,positive
"Union Square? Somerville? You`re better off with the 87. That probably helps you zero at this point, though.",0.5,positive
"and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.",0.2857142857142857,positive
mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!,0.525,positive
great,0.8,positive
So bored in chem n im super hungry! Ugh,-0.041666666666666685,negative
cute!,0.625,positive
love the background. way way cool!,0.46875,positive
"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love",0.43333333333333335,positive
loneliness,0.0,neutral
i wasted a cute outfit on... sitting on my **** on twitter!!,0.290625,positive
"greaaat,",0.0,neutral
You missed me!  lol,0.8,positive
Ooooh Kay! Its time for me to stop twitterin and get going...,0.0,neutral
"in santa clara a long way from hoe, well not that far. it sure seems like it.",0.18333333333333335,positive
Happy,0.8,positive
odd weather,-0.16666666666666666,negative
I no  he`s the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,0.25,positive
much hotter,0.2,positive
So tired n dizzy,-0.4,negative
Ugggh school is so boring!,-1.0,negative
enjoy,0.4,positive
is addicted to the pet society app on facebook,-0.4,negative
"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya`ll  I`ll c u in 3.5hours, after nap",0.0,neutral
Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,0.4375,positive
injury,0.0,neutral
Have you dissapeared to go on the Ellen Show?,0.0,neutral
"A bit early to confirm a trend, but daily site signups are still on the rise",0.05,positive
i can almost imagine what the call taker must`ve felt like taking that call...especially if they have young ones at home.,0.1,positive
purrrrs.... ooooh that will do,0.0,neutral
what is it with chocolates? i just can never say no,0.0,neutral
"sunny day, sunny outlook",0.0,neutral
Hi Nancy your fine (till it the baby moves!)  Just get out of the house & do fun stuff early! The hardest jump was 1 to,0.31527777777777777,positive
Hope,0.0,neutral
i was helping my dad re decorate my bedroom. time 4 a shower!,0.0,neutral
_B You didn`t see everyone going on about it on Facebook about 3 months ago?,0.0,neutral
missing,-0.2,negative
harder,-0.1,negative
such a horrible dayy,-0.5,negative
is working 4 to close,0.0,neutral
"i love you,",0.5,positive
Had a little fight with My Best Friend   What should I Do?!?,0.40625,positive
So sorry about,-0.5,negative
Hurrah,0.0,neutral
Aw where are you headed to? i just cancelled my trip to Aussie,0.0,neutral
May,0.0,neutral
? Must be hard,-0.2916666666666667,negative
- wait for the third day!!,0.0,neutral
I`m in a traffic jam,0.0,neutral
"If u want to change the fruits, u will first have to change the roots. If u want to change the visible u must first change the invisible",0.25,positive
Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,0.495,positive
Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm,0.0,neutral
Happy,0.8,positive
This GAR keeps going out - 3rd relight,0.0,neutral
Thanks 4 The Advice & Support,0.2,positive
"whats for breaky then, russtle something up for my hangover please our jamie lmao",0.6,positive
sooo bad..,-0.6999999999999998,negative
Follow my blog and I`ll follow yours,0.0,neutral
Been waiting and nothing,0.0,neutral
Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is,0.0,neutral
my saturday was good  i cannot wait,0.7,positive
"I guessed right, like 25 minutes ago...do you even see your replies....lol",0.2857142857142857,positive
Does this happen every monday?,0.0,neutral
"thinking about having lunch soon, but we have no food in",0.0,neutral
if not impossible,0.3333333333333333,positive
broke,0.0,neutral
does this mean you`re leaving me?,-0.3125,negative
19 years for Phil Spector  http://bit.ly/199ZWD,0.0,neutral
how sad.. bye Ange,-0.5,negative
Want:,0.0,neutral
"is bak in mcr....glad i can sleep in ma own bed 2nite yeyah...but i fink i,m missin popeye  hopin 2 c him 2moz  ****",0.6,positive
I am now eating one of those big subway cookies with a glass of warm milk. YUM,0.3,positive
20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*,0.0,neutral
about to play my first game of apple to apples!!   wish me luck...,-0.1875,negative
Excited to use it.,0.375,positive
Glad it`s Friday... but bummed that I am officially working Saturdays.,0.5,positive
"AWESOME,",1.0,positive
Smiley absolves all,0.0,neutral
m.im with you whatever happen,0.0,neutral
g!  I love,0.5,positive
young.,0.1,positive
be sure to go by my blog today    -  and check out your friends - I bet you have some new ones tod,0.3181818181818182,positive
Yay!,0.0,neutral
had a good day but im now skint again,0.7,positive
They look stumpy..,0.0,neutral
"I guess, technically, I was still pregnant just a few months ago. Just with Alex instead of Elizabeth",0.04444444444444443,positive
BAH,0.0,neutral
"amazing,",0.6000000000000001,positive
happy mother`s dayy!!!,1.0,positive
Happy,0.8,positive
e really good,0.7,positive
"****,",0.0,neutral
ridiculous,-0.3333333333333333,negative
"Mother hapy,",0.0,neutral
"hey Nat, just wondering, why are your videos never available on the iPhone?",-0.2,negative
"argh, sorry,",-0.5,negative
no  are you for sure going?,0.5,positive
That sounds great!,1.0,positive
can`t figure,0.0,neutral
i hate my life!,-1.0,negative
jittery and upset,0.0,neutral
_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,0.0,neutral
y u gotta say all that,0.0,neutral
I hate you,-0.8,negative
Was about to head downtown...now there`s a flash flood!,0.0,neutral
blew,0.0,neutral
t love,0.5,positive
_l I blame yo,0.0,neutral
whooaaa. just got an overwheolming itus attack after eating,0.0,neutral
Not sure,-0.25,negative
sadly,-0.5,negative
NICE,0.6,positive
rather excited about my hospital placement starting on monday. I get to give needles and take blood,0.1875,positive
! whoop!!!,0.0,neutral
I told ya`ll I am a good girl. You can see my halo and everything,0.7,positive
. I felt bad not sending him,-0.6999999999999998,negative
didnt do anything exciting..,0.3,positive
Its awsome..,0.0,neutral
cleaning and packing,0.0,neutral
Something like that!,0.0,neutral
don`t feel good!!!!!,1.0,positive
Tweet riot. I can`t download Tweet Genius on my other device,-0.125,negative
fun,0.3,positive
"I have to call stevie to reschedule!!  I won a competition yesterday to the launch of sims 3 at Luna park, same day at 6pm",0.0,neutral
is watching wolverine at last.,0.0,neutral
"Tired, tired, tired.. Didn`t sleep well last night..   Thought too much.. Slept not much.. Glad that it`s almost weekend!",-0.21875000000000003,negative
Happy,0.8,positive
Just sang 'Shine' by Newsboys in the car with  Holla!,0.0,neutral
Filling out paperwork.,0.0,neutral
Laying in the dark thinking of you.,-0.15,negative
just got home.,0.0,neutral
lazzzy ****!,0.0,neutral
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,0.0,neutral
not a lot!! im bored!,-0.625,negative
Cannot,0.0,neutral
That sucks! I had my exams be4 half term so It`s all good.,0.05277777777777778,positive
aaawww im soooOOooo tired today.. i dont feel good..,0.14999999999999997,positive
loses,-0.3,negative
thanks,0.2,positive
None of the people I talk to in my P.E. class are here  I`m going to be so bored all period.,-0.5,negative
****,0.0,neutral
d embarrassing home movies,0.0,neutral
"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year",-0.07777777777777779,negative
Grrr!,-0.875,negative
you cooould say that,0.0,neutral
hate,-0.8,negative
Sounds like fun.,0.3,positive
i dont want the seniors to leave,0.0,neutral
e always nice,0.6,positive
"ate ****, I refuse to bless her cuz she already clingy",0.0,neutral
i luv him!,0.0,neutral
i didnt get to see it tonight,0.0,neutral
love,0.5,positive
lol   What are your plans for today (or should I say tomorrow) then,0.8,positive
good,0.7,positive
finally packed...thinking its time for some sleep! Ready for Chicago!,0.125,positive
sucks,-0.3,negative
lonely,-0.09999999999999998,negative
"Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i`m always lacking stuff like fun etc!",0.6875,positive
broke,0.0,neutral
I totally love,0.5,positive
I know how you feel.  Takes far too much time out of my life!,0.175,positive
Happy Mother`s Day,0.8,positive
hi thanks for following me.,0.1,positive
lmao back in queens now,0.3,positive
****,0.0,neutral
Wave looks interesting. ht,0.5,positive
I dont get how to use twitterr!,0.0,neutral
**** Latvian beaurocracy. As a non-resident I can`t publish my braille highway code. Another blind alley  Woe is me. Anyone speak farsi?,-0.5,negative
a great time with family and friends. Thanks you guys,0.5,positive
i can`t figure out,0.0,neutral
love,0.5,positive
I dont wanna impose,0.0,neutral
im upset,0.0,neutral
Where`s my baby?!,0.0,neutral
bad,-0.6999999999999998,negative
mother of all bad days,-0.6999999999999998,negative
i felt left out,0.0,neutral
lovely,0.5,positive
HUGS! U are an inspiring woman!,0.625,positive
"missed interview on NPR, ironic because listened to NPR all day on long **** car trip, watching Needle now, looks good",0.2833333333333333,positive
. happy,0.8,positive
ninja sushi for lunch but dominicks was out of sour gummy worms,-0.15000000000000002,negative
That`s cool!,0.4375,positive
"pleaase dont start dating her, that would suck, then disney kids would listen to ftsk. thanks",0.2,positive
hey sorry,-0.5,negative
What a busy day ... am disappointed that today`s show is a repeat,-0.325,negative
thank you my love,0.5,positive
i`m still sick,-0.7142857142857143,negative
best,1.0,positive
u understand now why i keep telling u MAKE A TWITTER app that understand MY NEED,0.0,neutral
we win,0.8,positive
wishing i had marvelous misadventures of flap jack on DVD,1.0,positive
i havent laid my verse yet.,0.0,neutral
playing `who am i?` with my sister!,0.0,neutral
bothered,0.0,neutral
sorry i was busy last night,-0.13333333333333333,negative
_agwl Talking to whom? This `Shah Rukh Khan` is an imposter here... LOL! BTW thanx for the follow...,1.0,positive
sadd i am,0.0,neutral
_Pearson,0.0,neutral
mindblowing,0.0,neutral
So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin,-0.2875,negative
At an art party. No crazy artists as such. Bit padestrian. No skanking,0.15,positive
I hate using public toilets,-0.4,negative
Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses,0.0,neutral
"Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?",0.0,neutral
funny.,0.25,positive
Coffee didn`t turn out good tiday but excellent!,0.85,positive
Stunning,0.5,positive
wassup with u this morning.,0.0,neutral
Tshwane wants double rates but try and phone to get service - endless loop #fail,-0.10625,negative
good,0.7,positive
won.,0.0,neutral
"haha Hey, Well if you were in the elevator you should have said more!",0.4125,positive
starts tomorrow and I start to study again,0.0,neutral
At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. <3333 I miss your faceeee,0.55,positive
Yeah  :p,0.75,positive
box won`t work.,0.0,neutral
beautiful,0.85,positive
happy,0.8,positive
_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German.,0.06666666666666667,positive
pain,0.0,neutral
elusive;,0.0,neutral
_jackson already there`s none left  back to cabbage soup,0.0,neutral
With Russ and Joe!,0.0,neutral
Don`t worry about it.,0.0,neutral
excellent,1.0,positive
"sorry I missed you at the farm today,",-0.5,negative
anticipating a tough day ahead,-0.3888888888888889,negative
be sure to save some for me!,0.625,positive
Sorry to hear that.  Keep the faith though.  I might not be as bad as you think,-0.5999999999999999,negative
Yeah he`s also partial to JT and TI Dead and Gone and Pink`s Sobre,-0.15000000000000002,negative
First steps on Twitter. Just checking,0.25,positive
back from dinner w. my family. i`m not meeting christine anymore  sunny weather tomorrow and a day out & about. i want red bull!,0.0,neutral
heyya people!,0.0,neutral
haha.,0.2,positive
I missed out on carrot cake last night.  Hope you had fun .,0.15,positive
Happ,0.0,neutral
http://www.eabeauty.net - The world of beauty and pretty girls   I`m testing new version,0.19318181818181818,positive
"I know man, my day off and am pulling myself out of bed",0.0,neutral
cheers,0.0,neutral
... so I can`t charge you by the hour then?,0.0,neutral
e too easy.,0.43333333333333335,positive
No mine looks the same.,0.0,neutral
"Thanks for the link. I`ve been out of NY, missed many non-online bills so know how badly my score`s been hit",3.700743415417188e-17,positive
u have a lot  but the bad thing,-0.6999999999999998,negative
You don`t get them anymore?,0.0,neutral
HAPPY!,1.0,positive
"early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess",1.3877787807814457e-17,positive
sucks.,-0.3,negative
2 grea,0.0,neutral
So much fun,0.3,positive
Happy,0.8,positive
happy,0.8,positive
Going I sleep today was a long day happy mothers day to all the moms out there,0.375,positive
@ metro with achan,0.0,neutral
"that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.",-0.025,negative
most amazing power nap ever.,0.55,positive
nice!,0.75,positive
fun,0.3,positive
too hot,0.25,positive
limp,-0.2,negative
good morning/m,0.7,positive
tired,-0.4,negative
hhaha kewl dude!!  but if u dont know & he does have a reason well thats another story mhmhmh...does he?,0.0,neutral
I can`t find it on YouTube   only the concert versions....HELP!!!,0.0,neutral
cant wait to have food.,0.0,neutral
"its cool, and thats good",0.5249999999999999,positive
Kills me to see you online and not be able to say hello,0.5,positive
honored!,0.0,neutral
Charley horses in both legs all night. What the ****?,0.0,neutral
Happy,0.8,positive
driving me insane!!,-1.0,negative
absolutely gutted that i`m not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,0.334375,positive
where`s enthusiasm in meeeee,0.0,neutral
i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well,0.05277777777777779,positive
"I hate doing em, but get dragged here by ... at least it`s a beautiful day",-0.08333333333333337,negative
"don`t worry though,he will be fine",0.4166666666666667,positive
Thanks you!!,0.3125,positive
Good,0.7,positive
is a terrible idea. i,-1.0,negative
No FAIR!,-0.4375,negative
Love,0.5,positive
bored,-0.5,negative
is finally gotten online after logging 200km over the last two days on errands as the family driver,0.0,neutral
miss,0.0,neutral
@_Emily_Young_ okey,0.0,neutral
It`s a shame,0.0,neutral
i dont like funerals,0.0,neutral
".... you are my sunshine, my only sunshine....",0.0,neutral
"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82",0.0,neutral
headaches,0.0,neutral
Finally off work...long night.  Hangin with,0.0,neutral
' good luck,0.7,positive
Just got home  interesting night,0.5,positive
John and I just bought four boxes of them,0.0,neutral
I`m excited/nervous!!!!,0.0,neutral
head hurt,0.0,neutral
amazing,0.6000000000000001,positive
"Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?",0.15138888888888885,positive
scary?,-0.5,negative
sick,-0.7142857142857143,negative
aw thas good im glad your happy  i jus been chillin,0.6666666666666666,positive
i didnt get the msg!! :`( but i bought princess,0.0,neutral
How,0.0,neutral
Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,0.0,neutral
heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,0.2333333333333333,positive
Ah bad times,-0.6999999999999998,negative
Yessir,0.0,neutral
Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article.,0.09999999999999999,positive
thnx,0.0,neutral
"immboredddd,",0.0,neutral
smart,0.21428571428571427,positive
Doing make up for the school musical this week aaah,0.0,neutral
beautiful,0.85,positive
we do to please moms,0.0,neutral
My class will be at Chem Sc building. Will see the both of you after 5 yeah?,0.0,neutral
e lovely,0.5,positive
cried,0.0,neutral
I wanted to beta test but saw the thread after the results were announced,0.0,neutral
Enjoy,0.4,positive
Good.,0.7,positive
excited,0.375,positive
..i`m a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,0.0,neutral
i am pretty sure i`m not ready for it!?,0.20833333333333334,positive
More talent,0.5,positive
Indeed!,0.0,neutral
has such a freakin migraine,0.0,neutral
"Gusying up for  dinner, Bourbon & Branch, Zeitgeist and surprise party for Taylor!   Shh...",0.0,neutral
there is always traffic heading back here to long island on fridays.,-0.025,negative
hello thereeeeeee,0.0,neutral
"I`m jealous...i need 2 escape 2, lol.",0.8,positive
I think and I got worried,0.0,neutral
i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,0.25,positive
"Ok time to study for bus law and ethics, gotta test today",0.5,positive
. I envy your productivity,0.0,neutral
Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,-0.04166666666666666,negative
There`s a spider in my room. Save me...,0.0,neutral
"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/",0.0,neutral
Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more,0.04464285714285713,positive
don`t i know it!,0.0,neutral
Had a ton of fun,0.3,positive
"!So sorry, I`m not ignoring you, just SLOW.",-0.4,negative
cook ; do you wanna measure my ****? its daddy-size.,0.0,neutral
got it. Welchs grape too please,0.0,neutral
I was going to send you the photo by DM but can`t as you not following me...,0.0,neutral
sick,-0.7142857142857143,negative
studying math ) it brought my brain to explode,0.0,neutral
hopes for a great race,0.8,positive
fighting again,0.0,neutral
